Láthatatlanság evilági lények előtt,pap,Litánia,10,5,2 szegmens,2 kör/szint,1 személy,-,Természet,kis,,,,,"A pap képes láthatatlanná válni bármilyen - az Elsődleges Anyagi Síkról származó - teremtmény előtt. Az így nyert láthatatlanság nem észlelhető sem infralátás, sem ultralátás segítségével, s csupán egy magasabb erősítésű Élet érzékelése vagy Láthatatlanság érzékelése leplezi le. A pap látható marad minden más síkról származó, vagy élőholt lény előtt.A papnak meg kell érintenie szent jelképével azt, akit láthatatlanná kíván tenni, s a megfelelő rituális szövegek elmondása után a mágia létrejön.A Láthatatlanság erősségét a végtelenségig lehet növelni, annak csupán a pap Mana-pontjai szabnak korlátot. Minden további két Mp felhasználásával eggyel nő az erősség. Azaz 12 Mp-ért 6-os erősségű, 14 Mp-ért 7-es erősségű Láthatatlanságot nyerünk. Arra is lehetőség nyílik, hogy a varázslat időtartamát hosszabbítsuk meg: a rááldozott Mana-pontok megduplázásával kétszeresére nő a mágia időtartama is (pl.: 20 Mp esetén egy második Tapasztalati szintű pap 8 körig lesz láthatatlan, míg egy harmadik TSZ-ű pap 12 körig.)"
Láthatatlanság túlvilági lények előtt,pap,Litánia,20,5,2 szegmens,1 kör/szint,1 személy,-,Élet,kis,,,,,"A pap láthatatlanná válik minden olyan lény előtt, mely nem az Elsődleges Anyagi Síkról származik. Ugyanígy nem érzékelhető az élőholt lények számára sem. Ezek a lények csak akkor pillanthatják meg, ha valamilyen mágiához folyamodnak - Láthatatlanság érzékeléséhez, Élet érzékeléséhez vagy Mágia szétoszlatáshoz.A mágia minden egyéb tekintetben megegyezik a Láthatatlanság evilági lények előtt varázslattal."
Meggyőzés,pap,Litánia,15,9,1 kör,speciális,1 személy,Mentális,Lélek,kis,,,,,"“Igazat mondani nem nehéz, csak bebizonyítani művészet” -tartja a kyr mondás. Gyakorta a legkiáltóbb esetekben is lehetetlen valakit akarata ellenére meggyőzni. Vagy azért, mert az igazság a legritkább esetben a tetszésünk szerint való, vagy mert büszkeségünkkel ellenkezik, hogy beismerjük: tévedtünk. A papi mágia ezen darabja, az igazság bebizonyítására szolgál. A pap a varázslat végrehajtása után meg tudja győzni állításai igazáról beszélgető illetve vitapartnereit - ha azok valóban igazak. Ha az érvek vagy állítások akárcsak minimális olyan hazugságot is tartalmaznak, amelynek valótlan voltával a pap tisztában van, a mágia kudarcot vall. Egyszerre csupán egy ellenfél ellen használhatja a Meggyőzést, aki mentális ME-re jogosult. Ha mágiaellenállása sikeres, a varázslat nem jön létre. Ellenkező esetben elfogadja a pap érveit, és belátja annak igazát. Ez azonban semmilyen cselekedetre nem kötelezi, az továbbra is a belátásától függ.A varázslat csak akkor működik, ha a pap olyan nyelven beszél, amelyet a hallgató megért, s emellett látják is egymást.A Meggyőzés időtartama addig tart, míg a pap be nem fejezi az érvelést - az ezen idő alatt elmondott dolgokra vonatkoznak a fent leírtak. A továbbiakban minden ugyanúgy folyik, mintha nem használtak volna mágiát. A varázslat nem evilági és élőholt lényekre nem fejti ki hatását. A Mana-pontok megtöbbszörözésével a varázslat erőssége vagy a befolyásolni kívánt lények száma növelhető."
Mentálpillantás,pap,Litánia,7,5,5 szegmens,5 kör,Érintés,Mentális,"Élet, Lélek",kis,,,,,"A varázslat mindenben megegyezik az Asztrálpillantás nevűvel, csupán minden hatását a Mentálsíkon fejti ki."
Méregérzékelés,pap,Litánia,5,15,1 kör,3 kör,lásd a leírásban,-,"Élet, Természet",kis,,,,,"A pap ezen varázslata segítségével meg tudja mondani, hogy a megérintett tárgy vagy személy, mérgezett-e, illetve az a helység, amelyben tartózkodik, körülötte 3x3x3 láb területen belül tartalmaz-e valamilyen légi mérget. A varázslat minden mérget érzékel, megállapítja típusát, szintjét és hatását is."
Óvó fegyver,pap,Litánia,10,10,1 kör,1 kör/szint,Érintés,-,"Élet, Természet",kis,,,,,"A varázslat végrehajtásakor egy olyan fegyver jelenik meg a pap vagy az általa kiválasztott és a szent jelképpel megérintett személy kezében, amit az használni, forgatni tud. Ennek TÉ-je, KÉ-je a közönséges érték (lásd Fegyvertáblázat), míg VÉ-je 45. A fegyver kékes színben fog tündökölni - kinézetre egyszerű, dísztelen. Csak a harcrendszerben leírt védekező harc folytatható vele, a sebzése minden esetben nulla. Ha támadásra kívánják használni, azonnal szertefoszlik. A fegyver másik kézben csak pajzsot vagy alkarvédőt tűr meg, s ha azzal támad alkalmazója, ugyanúgy eltűnik, mintha őt használták volna támadásra. A forgatójának mindkét típusú ME-re + 10-et ad, míg a méregellenállást +5-el növeli. A fegyvert nem lehet eltörni, nem üthető ki a kézből, csupán egy magasabb erősségű Mágia szétoszlatás képes megszüntetni.A Mp-k megkétszerezésével az időtartam és az erősség is megduplázódik, míg megtriplázásával ezek az értékek megháromszorozódnak, stb. Az Óvó fegyver használatának nem előfeltétele egyetlen képzettség elsajátítása sem, a hasonló fegyveres képzettségekből adódó bónuszok nem érvényesülnek. Egyszerre Két Óvó fegyvert egyetlen karakter sem forgathat."
Őrző aura,pap,Litánia,18,15,2 kör,2 kör/szint,9 láb sugarú kör,-,Élet,kis,,,,,"A pap képes a hatótávolságon belül egy területet - amennyiben nem valamely más vallás felszentelt helyéről van szó - Őrző aurával ellátni. Amíg a varázslat kifejti hatását, a pap értesül a közeledő lényekről, amint azok elérik az Őrző aura határát. Ha valaki támadó, vagy gonosz szándékkal közelít, a varázslat megtesz mindent, hogy megnehezítse előrejutását. Hogy ezt pontosan miképpen teszi, a KM-el kell megbeszélni. Például: a behatoló megbotlik egy ágban, vagy egy fűben rejtőző kőben, netán nem vesz észre egy gödröt - mindezt a helyszín és helyzet határozza meg.Az Őrző aurát nem tudja kijátszani semmiféle Láthatatlanság-varázs, sem a pszi Érzékelhetetlenség vagy Jelentéktelenség diszciplínája. A hatótávolságon belül csak olyan idegen - nem a pap, illetve kompániájához tartozó személy által végrehajtott - mágia jöhet létre, melynek erőssége meghaladja az Őrző aura erősségét.Az Aura megszüntethető egy magasabb erősségű Mágia szétoszlatással, ám szertefoszlása előtt figyelmezteti a varázslatot létrehozó papot. A Mp-k megtöbbszörözésével csak az erősség és az időtartam növelhető."
Parancs,pap,Litánia,8,10,2 szegmens,2 kör,1 személy,Mentális,Lélek,kis,,,,,"A pap képes egyszerű, legfeljebb két vagy háromtagú parancs kiadására. A Parancs végrehajtásához a papnak látnia kell áldozatát és olyan nyelven szólnia hozzá, amit az megért. Az áldozat mentális ME-re jogosult, amennyiben sikeresen végrehajtotta, a mágia nem jön létre. Ha elvétette, akkor a tő-le telhető legjobb képességei szerint megpróbálja végrehajtani a pap utasítását, amíg az időtartam tart. Az öngyilkosságra való felszólítást figyelmen kívül hagyja, a varázslat azonnal megtörik. Tipikus parancsok: takarodj!, rohanj el!, menekülj!, hallgass!, állj fel!, ülj le!, feküdj a földre!, védekezz!, támadd meg!, ne védekezz!, ne támadj!, stb. A Pusztulj! utasításra az áldozat tetszhalálba dermed, de az időtartam lejártával magához tér anélkül, hogy valójában bármi baja történt volna. Amennyiben a parancs félreérthető vagy nem egyértelmű, a mágia megtörik. A befolyásolt lény az időtartam lejártával tisztában lesz azzal, hogy a pap parancsára cselekedett. A varázslat nem evilági vagy élőholt lényekre nem fejti ki hatását. Az erősebb Mágia szétoszlatása idő előtt megszüntetheti a varázst. 1 Mana-pontért +1 E, illetve 6 Mp-ért + 1 környi idő nyerhető."
Parancsszó,pap,Litánia,12,5,2 szegmens,Végleges,Érintés,-,Lélek,kis,,,,,"Ezt a varázslatot a pap akkor alkalmazza, ha meg akarja tiltani a Belső Síkok egy kiválasztott lényének, hogy ismét befolyása alá vonja egy előző áldozatát. Önállóan ritkán alkalmazzák, hiszen az ilyen lények elűzésére szolgáló rituálék általában tartalmazzák a Parancsszavakat is. Ha azonban más módon távolítják el az áldozatot fenyegető teremtményt és fennáll annak a veszélye, hogy visszatér, a Parancsszóval ez (és csak ez) a lény ebben megakadályozható."
Rendreutasítás,pap,Litánia,2,25,3 szegmens,lásd a leírásban,15 láb,Mentális,"Élet, Lélek",kis,,,,,"Ez a varázslat akkor juthat komoly szerephez, ha a papnak egy magából kikelt hívővel kell foglalkoznia. Olyan esetben, melyben a pappal azonos valláskörbe tartozó, a papot más körülmények között tisztelő, esetleg szerető személlyel akadnak problémák. Előfordulhat, hogy az illető olyan cselekedet végrehajtására készül, mely istenének nem tetsző. Amennyiben a pap tudomást szerez erről, a varázslattal - a kellő időben, a kellő helyen - megakadályozhatja a tett végrehajtását. így megkímélhet egy más körülmények között tisztességes, hívő személyt, s megmentheti lelkét is. A varázslat nem tesz mást, mint ráébreszti a cselekedetet végrehajtani szándékozót a tett valódi hatásaira, következményeire. A pap alakja a varázslat pillanatában eleven, félelmetes lelkiismeretként szegül szembe a megtévedt hívő akaratával. Ennek látható jelei vannak, de csak a célpont szemében. A pap - ha a varázslat sikeres volt - alakja a megtévedt szemében átalakul. Egy lábbal magasabb lesz, mögötte a háttér elsötétül, egy tenyérnyi szélességű fény-udvar kivételével, mely körülöleli a papot. Az alak maga elé emeli szent jelképét, s mélyen a célpont szemébe néz. Egy-két szegmenssel később a jelkép lángra lobban, lángol, de nem ég el. A tűz nem emészti el a szent jelképet, a lángokat semmi sem táplálja. A pap alakja ebben a pillanatban a legfenyegetőbb; majd egy kör múlva minden visszatér régi mivoltába, a Pap visszaváltozik a csendes, nyugodt, de határozott alakká, a célpont pedig - az esetek többségében - igaz hívővé, ki hitének fényében mérlegeli tetteit. A varázslat alaperőssége 25, ez további 2 Mana-pontonként 6E-vel növelhető. Megjegyzendő, hogy a varázslat csak akkor működik, ha a célpont valóban istenének nem tetsző dolgot követett el, vagy annak elkövetésére készült. Amennyiben az előbbi feltétel nem teljesül, a varázslatnak semmiféle hatása nem lesz. Különösen jól használható például akkor, ha két hívő összeveszett valamin, és egymás torkának ugrott. A mágia minden ártalom nélkül vezeti vissza az eltévelyedettet istenéhez, hitéhez. Persze, a KM is alkalmazhat NJK papot a kalandozók lelkiismeretének állandó ébren tartására. Ezzel több, vallásának nem megfelelően viselkedő játékos közvetett úton történő kordában tartására is lehetőség nyílik."
Veszély észlelése,pap,Litánia,5,5,6 kör,15 perc/szint,20 láb sugarú kör,-,"Lélek, Természet, Élet",kis,,,,,"A Veszély észlelése az érzékelő mágiaformák legalapvetőbbike. Segítségével a pap tudomást szerez a rá leselkedő veszélyek létezéséről - pontos helyéről, természetéről azonban nem. Az iránnyal és távolsággal nagyjából tisztában lesz, ám a veszély mibenléte teljesen ismeretlen marad. A varázslat egyetlen komoly hátránnyal rendelkezik, ennek köszönhető, hogy hatalma ellenére kevesen használják. Nevezetesen: képtelen megkülönböztetni a veszély fokozatait. Az összes lehetséges veszélyt jelzi a papnak - még az egészen kis százalékban ártalmasakat is. Hogy világosabb legyen a dolog, lássunk egy példát! Amennyiben a pap és társai olyan épülethez érnek kalandozásaik során, melynek tetőszerkezete már meglehetősen régi, de annak esélye, hogy leszakad, egészen elhanyagolható -esetleg orkánszerű szélben vagy kisebb földmozgáskor - a varázslat veszélyt jelez majd. Mivel a fokozatokban nem tesz különbséget, messziről a pap csupán azt érzi, hogy benn ártó elemek lapulnak. Ezek lehetnének akár ork vagy góbiin csapattestek is, a varázslat ugyanolyan erősen jelezné a veszélyt. Ezért csak akkor hasznos, ha más felderítő módszerekkel együtt alkalmazzák, mely kiegészítheti e hiányosságot. Mindenesetre kellemes időtöltést jelenthet a KM számára, hogy a lehetséges ártalmas és teljességgel ártalmatlan, de potenciálisan veszélyes tárgyakat, körülményeket úgy állítsa össze, hogy ne csak a játékosok, de ő is jól szórakozzon - a játékosokon."
Vízfakasztás,pap,Litánia,8,5,2 kör,Folyamatos,lásd a leírásban,-,"Élet, Természet",kis,,,,,"A varázslat segítségével a pap képes tapasztalati szintenként 3 liter vizet fakasztani valamely természeti tárgyból; avagy felszínre hívható a talajban lévő víz is. A mágia végrehajtásához a papnak szent jelképével meg kell érintenie a kiválasztott helyet, s onnan két kör múltán víz csordul elő. A víz tiszta és iható. Miután előhívatott, a víz nem tekintendő mágikus anyagnak, így a Mágia szétoszlatása sem semmisíti meg. A pap csak olyan helyen képes vizet fakasztani, amely nem valamely más vallás felszentelt területe, s csak olyan tárgyból (pl.: szikla vagy fatörzs), melyet nem itat át semmiféle mágia. Ha az előcsorgó vizet nem fogják fel edénybe, akárcsak a közönséges víz: szétfolyik. Vizet fakasztani élőlényből nem lehet. A felhasznált Mana-pontok sokszorozásával nem növelhető a víz mennyisége."
Asztrális elűzés,pap,Rituálé,22,8,2 kör,Végleges,Érintés,-,"Lélek
",kis,,,,,"A rituálé segítségével a pap képes lesz elűzni mindazokat az értelem nélküli lényeket, teremtményeket és entitásokat, akik valakit az Asztrálsíkról befolyásolnak, kiszipolyoznak, vagy hatalmukban tartanak. A pap olyan érzelmi hullámokat bocsájt ki az Asztrálsíkon, amelyek megtévesztik ezeket a lényeket, s azok - mivel nem érzékelik ezen hullámok hamis voltát - otthagyják eddigi áldozatukat, s a papnak lehetősége nyílik előlük a továbbiakban őt elzárni. Azon teremtmények elűzésére, amelyek valamilyen intelligenciával (az Asztrálsíkon ezt a képességet Kiegyensúlyozottságnak nevezzük) rendelkeznek, nem alkalmas. Az így elűzöttek többé nem veszélyeztetik az áldozatot, viszont a mágia nem akadályozza meg, hogy mások ne próbálkozzanak vele."
Asztrális párharc,pap,Rituálé,35,12,5 kör,Végleges,Érintés,asztrális,"Lélek
",kis,,,,,"A rituálé segítségével a pap felveheti a harcot az Asztrálsík azon lakóival is, akiknek magas az intelligenciája, (kiegyensúlyozottsága) s befolyásukkal valamilyen módon ártalmára vannak az Anyagi Sík egy teremtményének. A pap az áldozat testét felhasználva próbálja meg eltávolítani a lényt, s megakadályozni, hogy az oda visszatérhessen. A lénynek lehetősége van mentődobást tenni a pap próbálkozása ellen, s amennyiben ez sikeres, nemcsak hogy meghiúsítja a pap varázslatát, de a legközelebbi kísérleténél ugyanezen pap ellen mentődobásához +5 jár. Amennyiben a varázslat erősítése 15-tel meghaladja az adott lény Asztrális ellenállását, az elpusztul. Azok az asztrállények, amelyek kimagasló kiegyensúlyozottsággal rendelkeznek, még így sem űzhetők el. A varázslat erősítése 10 Mp befektetésével megduplázható"
Álomút,pap,Rituálé,35,12,3 kör,15 perc,Önmaga,-,"Lélek
",kis,,,,,"A varázslat segítségével a pap végigjárhat egy olyan álmot, melynek alaptörténetét önnön maga határozza meg. így előre megélhet olyan cselekedeteket, melyeket a későbbiekben majd végre kell hajtania, illetve kielemezhet megoldásra váró történeteket. Hátránya a varázslatnak, hogy a pap nem nyer vele új információkat, pusztán a már birtokában lévőket rendezi egységes egésszé; miként egy szeme előtt pergő történetben. Az álom nem készíti fel a véletlenre és az ismeretlenre, csak az előre kiszámítható tényeket, apró momentumokat, figyelmetlenségeket és összefüggéseket mutatja meg egy cselekménysor formájában. Az álom 15 perc alatt véget ér, s a pap ennek tükrében hozhatja meg döntéseit. Az álom eseményeit a KM meséli el, ő az, aki a pap emlékeit “rendezi”, kiegészíti, figyelmét elfeledett momentumokra felhívja, stb."
Belső síkok lényeinek megidézése,pap,Rituálé,55,12,12 kör,2 perc szintenként,-,"Speciális
","Élet
",kis,,,,,"A varázslat segítségével lények idézhetők meg az Asztrál' vagy a Mentálsíkról. Ezek lakói rendkívül különös kreatúrák, bővebben a Bestiáriumban olvasható róluk információ. A pap csak a lény síkját határozhatja meg, a típusát nem. A megidézendő lény Asztrál vagy Mentál ME-t használhat a hívás megtagadására, attól függően, hogy mely sík lakója. A lény az időtartam lejárta után visszatér saját lakhelyére, de addig segíti a papot. Ha közös nyelven beszélnek, utasításait is követi, egyébként csak megvédeni képes. A varázslatot 21 Mana-pontért lehet a duplájára erősíteni."
Belső síkok lényeinek szólítása,pap,Rituálé,30,15,6 kör,2 kör/szint,speciális,"Speciális
","Élet, Lélek",kis,,,,,"E mágiaforma segítségével a pap a belső síkok lényeit szólíthatja a közelébe. A varázslat végrehajtásakor csak az adott lény síkját tudja meghatározni, a faját nem. A szólított lény Asztrális vagy Mentális mágiaellenállásra jogosult attól függően, hogy mely sík lakója. Ha enged a hívásnak, az időtartam alatt engedelmeskedik a pap utasításainak, ha kell még más, az adott síkon lakó lény ellen is fordul. Ily módon is elérhető, hogy valamely, a síkon élő teremtmény által meg-szállt, befolyásolt vagy irányított személyt a pap megmentsen, bár ez a varázslat nem tiltja meg, hogy az elűzött lény később ne próbálkozhasson. Erre a különféle Parancsszavak szolgálnak. A varázslat 12 Mp-ért a kétszeresére erősíthető, ám az időtartam ekkor sem változik."
Eggyéválás,pap,Rituálé,45,3,1 öra,"25 perc
",Önmaga,"Speciális
","Lélek
",kis,,,,,"Ez a varázslat felfedheti a múlt eseményeit a pap előtt. Segítségével a pap lelke egy rövid időre az általa kijelölt, már elhunyt személy leikével és tudatával eggyé válik. A személy egy testrésze vagy fontos tulajdona a pap birtokában kell hogy legyen a sikeres varázslat alkalmazáshoz. A varázsát erőssége fontos, mert egy Erősségenként maximum 100 évre mehet vissza a pap a múltba. Ha a személy a pap vallásával (vagy jellemével) egyező vallású (vagy jellemű) volt, nem gördít nehézséget a varázslat útjába. Ha ellentétes, további 4E szükséges a varázslat működéséhez. Ha a varázslat sikerül, a pap tökéletesen eggyé válik a kiválasztott személlyel, megismeri legrejtettebb gondolatait, indítékait, érzelmeit. Használhatja az illető emlékeit, mintha a saját emlékei volnának, ugyanakkor Megmarad annak a papnak, aki volt. A varázslat erősítése 20 Mana-pontot igényel pontonként, időtartama pedig 25 perc."
Égi szekér,pap,Rituálé,65,15,3 kör,15 perc szintenként,-,-,"Természet
",kis,,,,,"A varázslat megidéz egy energiákból szőtt kocsit, melyet két Légelementál vontat. A kocsin maximum hat személy utazhat, s akit a pap nem enged fel a kocsira, az egyszerűen átesik rajta. A szekér jogosult utasai ezzel szemben teljes biztonságban érezhetik magukat, az energiaszövedék biztosan tartja őket a levegőben. A kocsi messziről alig látható, s közelről is inkább csak a levegő furcsa vibrálásához hasonlítható. A két szekérvonó elementál is teljesen átlátszó, de megérinteni lehetséges őket. A szekér szárazföldön 20 mérföldet tehet meg óránként, de repülni is képes, ekkor sebessége 40 mérföld óránként. Ha a két légelementált elpusztítják, a kocsi lassan ereszkedni kezd, s 5+k6 kör múlva földet ér. A szekér szintenként 15 percig marad fenn, utána az összetartó energiák eloszlanak."
Fanatizálás,pap,Rituálé,15 és+5/fő vagy +1/fő,15,1 kör,3 kör szintenként,100 láb sugarú kör,-,Lélek,kis,,,,,"A varázslat két módon használható fel, s csak a pap szövetségeseire van hatása. Az első alkalmazási mód inkább játékos karakterek esetében hasznos. A varázslat hatására harcban minden félelmük elvész, különös, belső energiák árasztják el őket, sokszoros erővel vetik magukat a küzdelembe. Minden harcértékük 10-zel emelkedik, és semmiféle félelem alapú mágia nem érintheti őket a varázslat hatóideje alatt. Az első módszer alkalmazásakor a Mana-pont igény a 15 alapponton kívül 5 pont fejenként. A második alkalmazási mód NJK katonák harci kedvének növelésére használatos. A mágia hatására a katonák Bátorsága 6 ponttal emelkedik, szinte verhetetlennek érzik majd magukat. Erejük látszólag megsokszorozódik, a legkisebb esélyekkel szemben is harcolni fognak. A papnak hosszan, hangosan kell elmondania a varázslat igéit, s az 100 láb sugarú körön belül minden kiválasztottra hatni fog. Ebben az esetben a 15 alaphoz +1 Mana-pont fejenként."
Hősi lélek,pap,Rituálé,45,40,3 szegmens,1 kör szintenként,Érintés,asztrális,Lélek,kis,,,,,"A varázslat hasonlít az Áldáshoz, de sokkal nagyobb hatalmú annál. Csak egyetlen kiválasztott személyre használható, akinek vallása (jelleme) meg kell egyezzen a pap vallásával (jellemével). A mágia hatására a személy mindhalálig harcolni fog. Ha Fájdalompontjai nulla alá esnek, akkor is harcképes marad, egészen a halálig, azaz az Ép-k elfogyásáig. A hős harci értékei is megváltoznak, TÉ-je 30-cal, VÉ-je 10-zel, KÉ-je 15-tel nő meg. Akaratereje és Egészsége k6-tal lesz nagyobb, (ám semmi esetre sem mehet a faji maximumérték fölé) s ez hat a méregellenállásra is. Ha a kiszemelt hős valamely okból kifolyólag ellenállna a varázslatnak, a papnak sikeres Támadást kell dobnia, s az ellenálló Asztrál ME-re jogosult a varázslat ellen."
Igaz szó,pap,Rituálé,33,20,1 szegmens,5 perc szintenként,8 láb sugarú kör,Mentális,Lélek,kis,,,,,"A varázslat hatására a varázslat hatókörén belül, azaz 8 láb sugarú körben a jelenlévők száját csak igaz szó hagyhatja el. A varázslat hátránya, hogy a papra is hat, így ő sem hazudhat a körülötte állóknak. Komoly tárgyalásoknál sokszor van jelen pap csak azért, hogy a varázslatot megidézze, s a tárgyaló felek még véletlenül se állíthassanak valótlant. A varázslat ellen Mentál ME-re jogosult minden érintett, s ha ez sikeres, rájuk a mágia nem hat. A varázslat erősítését 11 Mana-ponttal lehet kettővel növelni. Sokszor előfordul, hogy valamely tárgyalófél Mentál mágia ellen védő talizmánokkal jelenik meg."
Intő jel,pap,Rituálé,33,20,3 szegmens,2 szegmens,15 láb,asztrális,"Lélek, Halál",kis,,,,,"A pap varázslata szörnyű, felvillanó látomást hoz létre a kiválasztott lény elméjében. A látomás nem más, mint az önnön halálának rövid, döbbenetes hatású képsora. A halál okát a pap választhatja meg, s ő vázolhatja fel a képsor egyes részeit is. A képsor mindenképpen látható lesz, a Mágiaellenállás a teljes hatás ellen szól. Tehát, ha az ME sikeres, pusztán a látvány jelenik meg, ha sikertelen, a lény érzi is a szeme előtt lejátszódó eseményt. A képsor 15-20 percnyi történetet sűrít 2 szegmensnyi időbe, s ebbe koncentrálja a benne testet öltött szenvedést is, melynek vége minden esetben halál. Az áldozat a sokktól különféle károsodásokat szenvedhet, ezeket k100 segítségével kell meghatározni:  Dobás   Hatás1-23      Az áldozat 4 órás kómába esik.24-43    Az áldozat nem tud együtt élni a látottakkal, s tudata meghasad. Egyik fele meghal, személyiségének másik fele tovább él.44-59    Az áldozat habzó szájjal áll 2kl0 körön át védekezni is képtelen.60-74    Az áldozat valódi holttestnek képzeli ma­gát, s nem hajlandó megmozdulni, míg be nem bizonyítják neki, hogy életben van.75-94    Az áldozat félelmében menekülni kezd, minél távolabb igyekszik kerülni a paptól.95-10    Az áldozat idegrendszere teljesen felmond­ja a szolgálatot, a lény meghal.  A varázslat erősítése 14 Mana-pontért 6 E-nként emelhető."
Köd felidézése,pap,Rituálé,10,5,2 szegmens,4 kör,12 láb sugarú kör,-,Természet,kis,,,,,"A pap ezen varázslata ködöt idéz a kijelölt terület fölé. A kis kiterjedésű, de annál sűrűbb ködfelhő 4 körig stabil marad, s utána is fennmaradhat, ha a szél szét nem oszlatja. A negyedik kör után a köd már csak a légmozgás játéka, nem feltétlen marad a kijelölt területen, hanem tovább sodródhat vagy eloszolhat. A ködben lehetetlen íjat vagy dobófegyvert használni, s a ködben állók TE-je 15-tel csökken."
Mentális elűzés,pap,Rituálé,22,8,2 kör,Végleges,Érintés,-,Lélek,kis,,,,,"A varázslat mindenben megegyezik az Asztrális Elűzés nevűvel, avval a különbséggel, hogy minden hatását a Mentál-síkon fejti ki."
Mentális párharc,pap,Rituálé,35,12,5 kör,Végleges,Érintés,Mentális,Lélek,kis,,,,,"A varázslat mindenben megegyezik az Asztrális párharc nevű varázslattal, avval a különbséggel, hogy minden hatását a Mentálsíkon fejti ki."
Szent tűz,pap,Rituálé,36,6,1 szegmens,"Azonnali
",12 láb,-,Természet,kis,,,,,"A varázslat segítségével a pap tűzbe boríthatja ellenfelét. A hatótáv 12 láb, a papnak ezen távolságon belül rá kell mutatnia az áldozatra, s ki kell mondania a varázslat megidézésének szavait. Ennek hatására, mintha maguk az istenek dühödtek volna meg az áldozatra, a fellegek közül lesújt egy lángoszlop, s tűzbe borítja. A tűz az első körben elemi tűz, s 6k6 Sp-t sebez. Ez k6-onként növelhető, 8 Mana-pont segítségével. A második és további körökben csak a meggyújtott anyagok természetes tüze sebzi az áldozatot, míg az el nem oltja ruháit és felszerelését. Minden gyúlékony anyag automatikusan lángra kap a varázslat hatására, s eloltásuk 1k6 körbe kerül. Ezalatt az áldozat csak az oltással foglalkozhat."
Szétzúzás,pap,Rituálé,15,25,1 szegmens,Végleges,25 láb,-,"Természet, Halál",kis,,,,,"A varázslat hűen tükrözi azt a tényt, hogy a papi mágia sokszor messze többre képes, mint az Anyagi Sík energiáival manipuláló bármely más varázslási mód. A papok isteni forrású mágiája többször is megsérti a varázslók által leírt, természetet irányító törvényeket - ebben az esetben is. A varázslat hatásának ugyanis nem szab határt a személyes aura jelentette védelem. A pap a varázslat alkalmazásával porrá zúzhat egy általa kiválasztott, nem mágikus, élettelen, legfeljebb 35 kg tömegű tárgyat. Ez lehet kő, fém, arany - bármi. A hatás azonnali, a varázslás maga is gyors. A pap nem tesz mást, mint ujjával rámutat az elpusztítandó tárgyra, majd kimondja a varázslat megidézéséhez szükséges különös, inkább torokhangú kiáltáshoz hasonlatos rövid szót. A pusztulás teljes, ráadásul meglehetősen látványos. A kiszemelt tárgy szilánkokra hull, s a szilánkok még további darabokra esnek szét. Mindez villámgyorsan történik, az apró, szerteszét repülő maradványok folyamatosan porladnak, a tárgy eredeti helyétől nagyjából fél láb sugarú körben már porszemekként hullanak alá. A varázslat használatában számos lehetőség rejlik; könnyen megszabadíthatjuk ellenfelünket drága lánc- vagy sodronyingétől, esetleg féltett buzogányától, kétkezes kardjától. A varázslat hatását további Mana-pontok befektetésével sem lehet befolyásolni."
Szférák zenéje,pap,Rituálé,18,25,5 kör,1 öra,15 láb sugarú kör,-,"Lélek, Élet",kis,,,,,"A pap megidézheti a tökéletes harmónia dallamait, a szférák zenéjét. A varázslat hatására a levegő megtelik a csodás hangokkal, s minden lény, aki a 15 láb sugarú körben tartózkodott, az egy óra elteltével frissebbnek és kipihentebbnek érzi magát. Fájdalomtűrés pontjaik a pap szintjeinek háromszorosával növekednek, s annyi Pszi pontot kapnak vissza, mintha 2 órát meditációval töltöttek volna el. Ha valaki az egy óra letelte előtt kilép a körből, nem gyógyul, s Pszi pontjai sem töltődnek újra, mert megtörte a harmóniát, ami a folyamat előidézője volt."
Természeti lények megidézése,pap,Rituálé,21,8,3 kör,2 perc szintenként,15 mérföld sugarú kör,asztrális,Természet,kis,,,,,"Ezen varázslattal a pap bármiféle, mágikus képességekkel nem rendelkező szörnyet megidézhet. Hogy mely szörny jelenik meg a hívásra, az a hely adottságaitól függ, a szörnynek ugyanis 15 mérföldes körzeten belül kell tartózkodnia. Ha ezen a területen nincs szörnyeteg, akkor vadállatok jelennek meg a megidézés hatására. A lények három kör után bukkannak fel, s barátsággal viseltetnek a pap iránt. Ha képesek közösen kommunikálni, a pap parancsokat is adhat nekik, aminket a józan ész határain belül a lények teljesítenek. Ha nem találnak közös nyelvet, a szörnyek megvédik a papot harc esetén, de mást nem tehetnek érte. A varázslat ellen a szörnyek Asztrál ME-re jogosultak, s ha ez sikeres, nem jelennek meg a pap hívó szavára. A varázslat erősítése 7 Mana-pontért 1 E-vel történhet, s egyszerre 1k10 lény hallja a pap hívását, akiknek ME-jét egyenként kell meghatározni. így előfordulhat például, hogy a pap 8 lényt hívott, de ebből 3 sikeresen ellenállt a varázslatnak, s csak 5 jelent meg."
